|4|0|2|6
100007306924460|1|1|0|2
100008641096157|0|1|0|1
100008641571499|2|0|2|4
100028825333856|0|0|2|2
1282363526|0|1|0|1
100009565816624|0|0|1|1
1490012798|0|1|0|1
100019381909406|2|0|0|2
1106593592|0|3|0|3
100000441939414|0|0|1|1
100004039531509|0|0|1|1
100013968672096|2|0|3|5
100029080671869|0|0|3|3
100004032805620|0|0|1|1
100000008936634|0|0|1|1
1569503764|0|0|1|1
100000189123099|1|0|0|1
100000323635286|1|0|0|1
611992910|0|1|0|1
100019352795016|0|0|1|1
100000813029107|0|1|0|1
1782698468|0|0|1|1
100005126649948|0|0|1|1
100022370089622|0|0|1|1
1797522110|0|0|1|1
100033920505358|0|0|1|1
100019648477720|0|0|2|2
100000576237730|0|0|1|1
100025317770833|0|0|1|1
1549637039|0|1|0|1
100024632193776|1|0|1|2
1563308580|1|0|0|1
100011241932454|0|1|0|1
100001469261569|1|0|1|2
100000453745336|1|0|0|1
100005782959173|0|1|0|1
100010794761718|0|1|0|1
100001067826884|0|0|2|2
100010945984043|0|0|1|1
100015703382538|0|1|2|3
100000346441175|0|0|1|1
100013057780251|1|0|0|1
100000720245469|0|1|0|1
100011594561200|0|0|1|1
100018758464369|2|0|0|2
100015322271016|0|1|0|1
100009005782611|1|0|0|1
100007106611862|2|0|1|3
100002614007181|1|0|0|1
1728746999|4|1|1|6
100004409552785|1|0|0|1
100002428191141|0|1|0|1
100027705033371|0|1|0|1
100018438605673|0|2|0|2
100001886954591|0|1|0|1
100001986191068|1|0|0|1
100000882513733|0|0|1|1
1227368222|2|2|3|7
100008730494333|1|1|0|2
100021402635947|0|0|2|2
1504083025|0|1|0|1
100022988258993|1|0|0|1
100001994448456|0|1|0|1
100025635990659|0|0|1|1
100000565204266|0|0|1|1
100015966181822|0|1|0|1
100022605150298|0|2|0|2
100029904978067|0|1|0|1
100007283566531|3|0|0|3
100025039448041|1|0|1|2
100030671183011|0|0|1|1
100000402062562|0|1|1|2
100005453318510|0|0|1|1
100001094719256|0|0|3|3
100004684531423|0|0|1|1
100000843753822|0|0|1|1
100009608499417|0|2|0|2
1455033158|0|1|2|3
100004956393836|1|0|0|1
100024132676191|0|0|1|1
100012791914717|1|0|0|1
100007138549367|4|5|4|13
100014298129891|2|0|0|2
100001220002611|0|2|1|3
100002142006535|0|0|1|1
1678655350|0|1|0|1
100007016952016|0|0|1|1
100002293697310|1|0|0|1
100000119455071|1|0|0|1
100032139491991|5|1|1|7
100024551713547|0|1|0|1
100001847493009|0|1|0|1
100001509126981|0|0|2|2
100027179203472|0|1|0|1
716444128|0|0|1|1
1082512725|0|1|0|1
100004782248229|0|0|2|2
100032516948065|1|0|0|1
100005004464784|0|0|1|1
100037002161495|0|0|4|4
1569966119|0|0|1|1
100014807477223|0|0|2|2
100011029832500|1|0|0|1
100009512345807|1|0|0|1
100019584038317|0|1|3|4
100001660717994|1|0|0|1
100001890935660|0|0|1|1
100002576282091|0|0|1|1
100001691384849|0|2|0|2
100003773458466|0|0|1|1
1744882149|1|0|0|1
100000295344767|0|0|1|1
100000826315675|0|0|1|1
100004495775101|0|0|1|1
100007113334514|2|2|10|14
100014558041778|0|0|2|2
633319626|0|0|1|1
100003296825933|1|0|0|1
100012906725852|1|0|3|4
100002442260306|4|1|2|7
100013088716737|1|1|2|4
100001259238984|0|0|1|1
100000537375368|3|0|1|4
100002528472504|1|0|0|1
100018264016042|0|0|1|1
100000692093143|1|0|2|3
100024558724085|1|0|0|1
100000786893094|0|0|2|2
100005644770526|0|0|1|1
100003238621148|0|0|1|1
100003647128400|0|0|2|2
100022139388586|0|4|0|4
100003989737807|0|0|1|1
100000486204279|0|1|0|1
100000103924044|0|1|1|2
100011374725136|0|1|1|2
100024491467664|0|0|1|1
100000498903556|0|0|1|1
100003554995726|0|0|1|1
100029754260384|2|0|2|4
100009714784666|0|1|1|2
100020429262106|0|0|1|1
100000172741299|0|0|1|1
100012353281766|0|0|1|1
100037572244778|1|0|0|1
100001066055930|1|0|0|1
100008658011988|1|0|3|4
100000685778775|0|0|1|1
100029081943297|0|1|0|1
100002016730868|0|1|0|1
1708712397|1|0|0|1
1472301224|0|1|0|1
100032003433725|1|0|0|1
100000731094340|0|0|1|1
100010031592825|0|1|0|1
100001068921934|1|0|0|1
1756547920|0|0|1|1
100001749625670|0|1|2|3
100000274200094|0|1|0|1
100023518773728|0|1|0|1
100012681397670|2|0|5|7
100026622811678|0|0|1|1
100009452567414|1|0|0|1
100007504410638|1|0|1|2
100002006671529|0|0|1|1
100024111215195|0|1|0|1
1742747657|0|0|2|2
100028370100712|0|0|1|1
100007434243269|1|0|0|1
100027479958541|0|1|0|1
100008224051888|1|0|0|1
100002357414825|1|0|0|1
100028674934987|0|0|1|1
100001834340209|0|0|2|2
100028710034466|0|0|1|1
100009276006833|0|1|1|2
100006361775044|1|1|2|4
100009109286332|1|0|0|1
100016491189499|0|2|0|2
100037573170351|0|1|0|1
100008065174288|2|1|0|3
100000597496324|0|0|1|1
100000189997472|0|1|0|1
100009332074847|0|1|0|1
100003737596141|1|1|1|3
100002142291354|1|1|2|4
1597427712|0|0|1|1
100000079974448|0|0|1|1
100000732315428|0|1|0|1
100028946657347|0|0|2|2
100002588815179|3|1|0|4
100006748276069|1|1|0|2
100003992748825|1|0|0|1
100024831698281|2|0|0|2
100007609959879|0|1|0|1
100001549326240|0|2|0|2
100004016311615|0|0|1|1
100024336307540|0|0|1|1
100030285977313|0|0|1|1
100000342482660|1|0|0|1
100001781392821|0|0|1|1
100000486481876|0|23|1|24
100000204523355|0|1|0|1
100001817973955|0|0|1|1
100004791754726|0|1|0|1
100020636055921|1|0|1|2
1336729021|0|1|1|2
1711813810|0|0|13|13
100000550172104|0|1|0|1
100009554085504|2|0|0|2
100011932267758|0|1|0|1
100013429002032|2|1|1|4
100021821283617|0|0|1|1
1509832483|0|0|1|1
100023390109838|0|0|2|2
100003191980824|0|0|1|1
100000765567558|1|0|2|3
100006328746858|0|0|1|1
100001483572205|1|0|0|1
100003045978980|0|0|1|1
100010592808912|0|0|1|1
100000223244709|0|1|0|1
100030906850908|0|2|0|2
100011787905295|0|0|1|1
100002976198247|1|0|0|1
100003191735184|0|1|0|1
100013931440894|2|0|1|3
100000154133259|0|0|1|1
1422041438|0|0|1|1
1433557493|0|1|1|2
100003832350333|0|0|2|2
100001267972150|0|1|0|1
100000483074842|1|2|1|4
100000600874562|0|0|1|1
100002016872505|0|1|0|1
100000401808290|0|1|0|1
100004330712029|0|0|1|1
1638392798|0|1|0|1
100031542780574|0|0|1|1
100002748036650|0|0|1|1
100010735185909|0|0|1|1
100023000900800|1|0|2|3
1611834152|0|0|1|1
100024102142227|0|0|1|1
100011470634976|0|0|2|2
100002844870924|0|0|1|1
100011602175477|0|0|1|1
100000568662431|1|0|1|2
100011932770871|0|1|1|2
100004077855557|0|1|0|1
100000030006200|1|0|0|1
100013393632964|0|0|1|1
100012656554147|1|0|0|1
100003725878673|1|0|0|1
100006493217361|0|1|0|1
100005532827652|0|1|0|1
100010962091408|1|0|3|4
100000885060005|1|0|0|1
100029234857750|0|0|1|1
100001704592498|0|1|0|1
100005901723129|2|2|7|11
100003819427974|1|0|0|1
100033938197703|0|0|1|1
100027692703734|1|0|0|1
100022069773568|0|1|0|1
100004468087587|0|1|0|1
100010928401991|2|0|1|3
666669118|1|0|0|1
1772336546|0|2|3|5
100002125981763|0|0|1|1
100003743158913|0|0|1|1
100011359099347|1|0|0|1
578504279|0|0|1|1
100034896885859|1|0|0|1
100000422811529|0|0|1|1
100003497178949|0|0|1|1
100002482910437|0|1|0|1
100013945448588|1|0|0|1
100033099759672|1|1|0|2
100002220330612|0|2|0|2
100012330034266|0|2|1|3
1228140045|0|1|0|1
100022086942552|0|0|1|1
1677100581|8|3|2|13
212958352048511|2|2|4|8
100002184650064|1|0|0|1
100001023529876|1|0|0|1
100014951852531|0|0|1|1
100003553989280|0|1|0|1
100015307952214|0|0|2|2
100000969716625|0|1|0|1
100000595773433|1|0|0|1
100008956598354|0|1|0|1
100002856676298|0|1|0|1
100000942554139|0|0|1|1
100008373187831|0|0|1|1
100018509257905|0|0|1|1
100002308165679|0|0|1|1
100006987660410|0|0|1|1
100004308798798|0|0|1|1
100013890320379|0|0|6|6
100027159819712|0|1|0|1
100025973627518|0|1|3|4
100000511294271|1|1|3|5
100014965423565|2|0|3|5
100010889178388|1|0|0|1
100024781192899|0|1|0|1
686137165|0|1|0|1
100000732361633|0|0|1|1
100008626380688|0|0|1|1
100013366743755|0|2|1|3
100004712493823|0|1|0|1
100008559970222|1|4|1|6
100002682736453|0|1|1|2
100000295971079|1|0|0|1
872047049657164|1|0|0|1
1552099115|1|0|0|1
100000510707041|1|0|0|1
100022421143624|1|2|0|3
100000745806688|0|1|0|1
100001630512588|0|0|1|1
553954176|0|0|1|1
100003105123842|0|0|1|1
100023997242135|0|0|1|1
100003271687977|0|0|1|1
825802299|1|0|0|1
100027974250674|0|0|1|1
100001658480024|0|0|2|2
100024632476732|0|0|1|1
100000203113058|1|1|3|5
100024661202571|0|0|1|1
100006990103207|0|1|0|1
1641916145|0|1|0|1
1432683187|0|1|0|1
100003727465084|1|0|0|1
1263164025|1|0|0|1
100000583785306|0|0|1|1
100006681249293|0|0|1|1
100025683666693|0|1|0|1
100002882468278|0|0|1|1
100007985323400|0|0|1|1
100001707096511|0|0|1|1
100019135394501|1|0|2|3
100007836978762|0|1|0|1
100026143671801|1|2|2|5
100005913997050|1|0|0|1
100010173317524|0|0|1|1
100006802603960|1|0|1|2
100000379626559|0|1|0|1
100004558248087|1|2|1|4
100008465557880|1|0|2|3
1447698370|0|1|0|1
100002331356765|0|0|2|2
100006026629342|0|1|0|1
100009034679290|0|1|0|1
100015582524693|0|1|0|1
100001832726882|0|0|1|1
100015435272333|0|0|1|1
100008809093853|0|0|1|1
100019574461805|1|2|0|3
100001093346592|0|0|8|8
100010445478077|1|0|0|1
1686654781|0|0|1|1
100000025760869|0|0|1|1
1138299956|0|1|0|1
100033622749403|0|0|1|1
100033990968740|4|0|0|4
100006322542182|1|0|1|2
100022961055251|1|1|2|4
100018238873704|0|0|1|1
100003857979264|0|1|1|2
100000004820729|0|0|1|1
100005215300860|0|1|0|1
100018242436799|0|0|1|1
100006096240388|0|1|0|1
100001194291110|0|0|1|1
100005615942133|0|0|1|1
100002323267774|2|0|0|2
1309721853|0|1|0|1
100000462512293|1|0|0|1
100005338144108|0|0|2|2
100007942957557|1|0|0|1
100000197586082|1|0|0|1
100004637381322|0|0|1|1
100031123126072|1|0|2|3
833892490|0|1|0|1
100000362215343|1|0|0|1
100000597237144|0|0|1|1
100028140374989|0|1|0|1
100030504201719|0|1|0|1
1184693631|0|0|2|2
1124779147|1|0|1|2
100011576649270|0|0|1|1
100016586285936|0|0|1|1
100000088817276|0|0|1|1
100005788653937|2|0|0|2
100000567561592|0|0|1|1
100003120582956|1|0|1|2
100002660077921|0|0|1|1
100000321212211|0|0|1|1
100023503237511|0|0|1|1
100009705063708|1|0|0|1
100023030888312|0|1|0|1
100001931454192|0|1|1|2
1088380304|0|0|1|1
100000603432640|0|0|1|1
100012873785805|0|0|4|4
100004177399120|0|0|3|3
1202314239|0|0|1|1
100032900495400|0|1|0|1
100011954898136|0|0|1|1
100000651724146|1|0|0|1
100016489080508|0|0|4|4
100000582508663|0|0|1|1
100030690971732|0|0|1|1
100000497305049|0|0|1|1
100008295811221|0|0|1|1
100029936983745|0|1|0|1
100008187368146|0|3|0|3
100000176064447|0|1|0|1
100000756126035|0|0|1|1
100008484308771|0|0|1|1
206588216425327|0|3|8|11
100009586689021|0|1|0|1
100000124227424|0|1|0|1
100000436288555|0|0|1|1
100006604480064|1|0|0|1
100000105423307|0|1|1|2
100004386126290|1|0|0|1
100001647175888|0|0|1|1
100018622623359|0|3|1|4
100027167177541|0|1|0|1
100022324042541|1|0|0|1
100009456400525|2|2|0|4
1444065597|0|1|0|1
100023257972323|5|3|8|16
100004052268522|0|1|0|1
100004596631588|1|0|0|1
100007874764786|1|0|0|1
100010497431100|0|0|1|1
100007659911485|0|1|0|1
100010351178071|0|0|1|1
100023922104584|0|0|1|1
100008370130627|6|0|5|11
100002411611792|0|1|0|1
100031949658612|0|0|1|1
1848747958|0|1|0|1
100005768793277|0|0|1|1
1842863926|0|0|1|1
1718393039|0|0|1|1
100012998824501|0|0|1|1
1535792795|0|0|1|1
100002550128587|0|0|1|1
100023920243065|1|0|0|1
122567561109423|2|5|8|15
770668623|0|0|1|1
100023327140747|2|0|0|2
100000554510143|0|0|1|1
100034589409211|0|1|0|1
100004334551524|0|0|1|1
100007046163491|0|1|0|1
100009820239290|0|0|1|1
100026664619543|0|1|0|1
1036581278|0|2|2|4
1813104980|1|0|0|1
100031053368866|0|1|0|1
100010717121181|0|1|0|1
100006428240685|0|0|1|1
165194693685052|31|12|22|65
100008771581420|1|0|0|1
100000654525452|0|1|0|1
100000435437589|3|0|0|3
100013679822811|0|0|1|1
100003585034771|0|0|1|1
100035958309176|0|0|1|1
100000085265734|0|0|1|1
100007605840678|0|0|1|1
100012075339513|2|3|5|10
100001492798735|0|0|1|1
100000258491491|0|1|0|1
1058466686|1|0|0|1
100006854920398|1|0|0|1
100009267468905|0|0|1|1
100027693652390|0|1|0|1
100003860664899|1|0|3|4
100004650484454|0|0|1|1
100031825155236|1|0|1|2
100024116450913|1|0|1|2
100001661908963|0|1|0|1
100000145267537|0|1|0|1
100013065125455|1|0|0|1
1851972272|1|0|3|4
100001433867647|0|1|0|1
100002625115879|0|1|1|2
100002828089269|1|1|0|2
100001185769408|0|0|1|1
100003522707980|1|0|0|1
100035737533626|0|1|0|1
100016753278845|0|1|0|1
1845428119|1|1|0|2
100000241831190|1|0|0|1
100010916403381|1|0|0|1
100036079464215|0|0|1|1
100021823239275|0|1|0|1
100000512941795|0|0|1|1
100034535478768|0|1|0|1
100015239469004|0|0|1|1
100004759116788|1|0|2|3
100001490492923|0|0|1|1
100024786345493|0|1|0|1
100003125467028|0|1|0|1
100028637175436|0|0|1|1
100011316034968|0|0|1|1
100000207204198|7|1|1|9
100015404056436|0|0|1|1
100002357889427|0|1|0|1
100002996017589|4|0|1|5
100025243515873|1|0|0|1
100029619394526|0|0|1|1
100003864625382|0|1|0|1
100005891646175|1|0|0|1
100033270084078|0|0|1|1
100000397005824|0|1|0|1
100011413922860|1|0|1|2
100024128531119|0|0|1|1
100036085182403|2|1|0|3
100004711530129|1|0|0|1
100029045077730|0|2|1|3
1515152433|0|0|1|1
100000896150109|0|0|1|1
100003380031911|1|0|0|1
100008121401400|1|2|2|5
690763518|0|0|1|1
1638439010|1|0|0|1
100006328290258|1|0|0|1
100017687431919|0|3|0|3
100032672112911|1|0|0|1
100005929871074|1|0|0|1
100003895683632|1|3|0|4
100010922404146|0|1|0|1
100027439822797|0|1|0|1
100002026208269|0|0|1|1
100031281473366|0|1|0|1
100011450144041|0|0|1|1
100013938166411|0|1|1|2
100000453067862|0|2|0|2
100001691536343|1|0|0|1
647505005|1|0|0|1
100023853173653|2|0|0|2
1833186881|0|1|0|1
100017771778316|1|0|0|1
100004590821362|0|0|1|1
100002126080275|0|1|0|1
100007323100873|0|1|0|1
1402855394|0|1|0|1
1455323267|0|0|1|1
100004505324994|19|9|9|37
100009746863118|0|1|0|1
100000575062711|0|1|0|1
100015363580842|0|0|2|2
100005258409735|5|3|3|11
100025102794269|0|0|3|3
100014112888171|0|1|0|1
100000746738367|0|1|0|1
100001408096428|0|0|1|1
100003649875247|1|0|0|1
100030803350812|1|0|1|2
100002906997945|0|0|2|2
100002916520404|1|0|2|3
100021158182147|0|1|0|1
100022426351572|1|1|0|2
1143512741|1|6|2|9
100015501033889|0|0|1|1
100000893166351|1|3|1|5
100000975755926|0|0|1|1
100015132609038|0|1|0|1
100000315995113|0|1|2|3
100000597514694|1|0|0|1
100001174240870|0|0|1|1
100003713216447|0|0|1|1
100001449033447|0|0|1|1
100000402260709|0|1|0|1
100028249173544|0|0|1|1
100005142284163|3|0|0|3
100004388406322|0|0|1|1
762424218|1|0|0|1
100014053936867|0|1|0|1
100035511522176|0|0|1|1
100001663781881|0|1|0|1
100010274287525|0|0|2|2
100036005823632|0|0|1|1
100001712653824|0|0|1|1
100000155516662|1|0|0|1
100000745103179|0|1|0|1
100011123553372|0|1|0|1
100006873545107|0|0|1|1
100023250916346|0|1|0|1
100008101129250|0|0|1|1
1842525940|0|0|1|1
100001364461743|0|0|1|1
100034811926413|0|1|0|1
100007137549326|0|1|2|3
100000166580761|0|1|0|1
100035692479124|0|1|0|1
100019121809482|0|1|0|1
100004531683031|0|0|1|1
100000402070796|0|0|2|2
100015756843507|0|1|0|1
100022036872874|1|2|3|6
1799387183|1|0|0|1
100002175922203|1|0|0|1
100024020058568|0|1|0|1
100000220400692|0|0|1|1
100008637488975|0|2|2|4
100002223694009|0|1|0|1
100016599159062|0|1|0|1
100000685088852|0|0|1|1
100009731208360|1|0|0|1
100036381066829|0|1|0|1
100010561740916|0|0|1|1
100011409379979|0|0|1|1
100035689606914|2|0|1|3
100022632317349|0|0|1|1
100003232002306|0|0|1|1
100001766752719|1|0|0|1
100001233756215|0|0|1|1
100015150006875|0|3|0|3
100003373524623|0|1|0|1
100005463528833|0|1|0|1
100027119299744|0|1|0|1
100001939147732|0|0|1|1
100009272086839|1|0|0|1
1697329017|0|0|2|2
100000298481408|0|0|3|3
100014038212561|0|0|1|1
100000785951762|0|1|1|2
1423340433|0|0|1|1
100032776003397|0|0|1|1
100000505156258|0|0|1|1
100023382317755|1|0|1|2
100026688690635|0|0|1|1
100006960150210|1|1|3|5
100024135292121|1|0|0|1
100034972261324|0|1|0|1
100019251043784|0|0|1|1
100000050847368|7|2|6|15
100028043825516|0|1|0|1
100032545115586|1|0|1|2
100004145923962|0|0|1|1
100005480535882|0|1|3|4
100008234854434|1|0|0|1
100008358278874|0|0|3|3
100004768129288|1|1|0|2
100016706793904|0|1|0|1
100012975840478|0|1|0|1
1390209648|0|11|1|12
100024041132356|1|0|0|1
100006079486730|0|0|1|1
100001797302710|0|1|0|1
100000269564141|0|1|0|1
100000351233996|1|0|0|1
100000442003544|1|0|0|1
1352394805|0|1|0|1
100000420129787|0|1|1|2
100003761165988|0|0|1|1
100000008742550|1|0|0|1
100009192689943|0|0|1|1
100004909531212|0|0|1|1
100010608579416|0|0|1|1
670249029|0|1|0|1
100012451021720|1|0|3|4
100008680181884|0|0|1|1
100014149772474|0|0|1|1
100027769567484|0|0|2|2
100006749172440|1|0|0|1
1164684815|1|0|0|1
100015148382682|0|1|0|1
100034331210518|0|0|1|1
100007935672580|1|0|0|1
100026476383633|0|1|0|1
100001202341218|0|1|0|1
100016005607254|0|0|1|1
100005839594592|0|1|1|2
100026169374525|1|1|0|2
100016146886698|0|0|1|1
100010144000481|0|0|1|1
100000381474986|0|5|0|5
100009915730489|19|7|15|41
100006822402031|2|0|1|3
100006108497170|0|0|1|1
100000124323216|0|0|1|1
1818460957|0|2|0|2
1717431934|0|0|1|1
819104029|0|0|1|1
100004910504711|1|0|0|1
1455788591|0|0|5|5
100000033873982|0|0|4|4
100000153746653|0|0|5|5
100035061635192|0|3|0|3
100000392899097|0|1|0|1
1838134238|0|0|1|1
100000131348550|0|0|1|1
100011651820211|0|0|1|1
100004191694621|0|1|0|1
100013726658912|0|0|1|1
100006773054050|0|0|1|1
100014046962402|1|0|0|1
100000721793618|0|1|0|1
100003823389920|0|1|0|1
1460448096|1|0|0|1
100001016178004|0|0|1|1
100023884523000|1|0|0|1
100000787301177|0|1|1|2
100000213662740|0|1|0|1
100013865201164|0|0|2|2
100003806361489|0|1|0|1
100001609572301|4|2|3|9
100004374271408|0|0|3|3
100001273073611|1|0|0|1
1425351835|0|0|1|1
100027183428964|0|0|4|4
100014676991125|0|1|1|2
100002187715681|0|0|1|1
100000191322375|0|0|1|1
100029245235529|0|0|1|1
100021888787176|1|0|1|2
100008037378556|1|0|0|1
100005608561727|0|0|1|1
100001853331251|1|0|0|1
100014294828853|1|2|6|9
100015151969048|0|0|1|1
100007807300539|1|0|0|1
100000566442288|2|0|0|2
100014132463327|1|0|0|1
1849609833|2|0|1|3
100012191490612|1|0|0|1
100034265184074|0|1|0|1
100002223990734|1|0|0|1
1126351685|0|1|0|1
100014151377650|0|0|1|1
100021595760328|0|0|1|1
100004012057002|0|0|1|1
1460405105|0|1|0|1
100022278471244|1|1|0|2
100004637114209|1|0|2|3
100004045333574|0|1|0|1
100001229172342|0|0|1|1
100002065285334|0|0|1|1
100015144377230|0|2|1|3
100005956741775|1|0|0|1
1295749026|0|1|0|1
100033625984231|0|0|1|1
100003175442182|1|0|0|1
100000167672236|1|0|0|1
100000623079484|0|0|1|1
100005865878775|0|0|13|13
100014536893896|0|2|2|4
100001380384194|0|0|1|1
100006496810744|0|0|1|1
100001991700505|0|0|2|2
100023812389905|0|0|1|1
100023849172807|0|0|1|1
100011833842487|0|0|2|2
100003143371794|3|2|1|6
100001035303332|0|1|1|2
1555187767|1|2|1|4
100009956263654|0|0|1|1
100016122011772|1|1|0|2
100025563251509|0|0|1|1
1784171880|0|1|0|1
1729857832|2|0|0|2
100000412296399|0|0|1|1
100004421317967|0|0|1|1
100000922110318|1|0|0|1
100000486726707|0|0|1|1
100017602270457|0|0|1|1
100001609780542|0|1|2|3
100003150825625|1|0|0|1
100005149231163|0|0|1|1
100033823414954|1|0|1|2
100000101806187|2|0|0|2
100030151251122|0|0|1|1
100005131297356|1|0|0|1
100027445897012|1|0|0|1
100006866679823|4|0|0|4
100000502836332|0|0|1|1
100000528907280|1|0|0|1
1479547178|0|1|0|1
1797902057|0|1|0|1
100008195504121|0|0|2|2
1790046111|0|1|0|1
1411548147|0|1|0|1
100000842868766|0|1|0|1
1165644808|1|0|0|1
100003574416025|1|1|1|3
100023568081139|2|0|3|5
100016121109110|0|0|1|1
1206191331|1|0|0|1
100000055542530|0|0|1|1
100003726273438|0|0|1|1
100023369203169|2|0|3|5
1548402445|3|1|0|4
100028010235037|0|0|2|2
100007603965545|1|2|0|3
100028217018598|1|0|0|1
1063893613|0|4|0|4
699911911|0|1|0|1
100020152938544|1|0|0|1
100000677763106|0|1|0|1
100008121704568|0|1|1|2
100000112167506|0|0|1|1
100000408856340|1|1|0|2
100006440365397|1|1|0|2
100022649650260|0|0|1|1
100003876973433|1|0|0|1
100000364246115|0|0|1|1
1801146365|0|0|1|1
1813820404|0|1|0|1
1325000949|0|1|0|1
100002249851865|1|0|0|1
100014763669787|1|0|0|1
100003280932203|1|0|0|1
100009889275329|2|0|2|4
100006605137183|0|1|0|1
100016211195276|0|0|1|1
100002678296799|2|2|1|5
100015248888063|0|1|0|1
1821875006|1|0|0|1
100002320089251|0|0|1|1
100014201767400|1|0|0|1
751562954|0|1|0|1
100007363002821|0|1|0|1
1647137317|1|1|0|2
100035621236806|1|0|0|1
1461083570|0|0|1|1
100034486817025|1|0|0|1
100002476253804|0|1|0|1
100012355098910|0|0|1|1
593238088|0|1|0|1
100014546795390|0|0|1|1
1171524009|2|1|1|4
100000801220169|0|0|1|1
100009598201081|0|0|1|1
100014074488107|0|0|1|1
100010623728684|0|0|1|1
100028330156254|1|0|0|1
100001817526064|0|0|2|2
1456233433|0|1|0|1
100011229601656|0|0|2|2
100034040162330|1|1|0|2
1193917618|1|0|0|1
100000410779634|2|0|0|2
100006436427370|0|1|1|2
100017382522362|1|0|0|1
100007291146568|0|0|1|1
100015475176947|1|0|0|1
100010500520094|0|1|0|1
100006813918938|1|0|0|1
100000420531318|0|1|2|3
100003749737123|1|0|0|1
100005906642831|0|0|1|1
100029440312801|0|0|1|1
100015243194673|1|0|0|1
100020747302897|0|0|1|1
1505135088|0|0|1|1
1485337792|2|0|2|4
100010868791453|0|0|1|1
100035193672543|1|0|5|6
100024138226522|0|0|1|1
100013678511798|2|0|2|4
750268542|0|1|0|1
100005830211517|1|1|0|2
100001016448909|0|0|3|3
100013107847359|1|0|0|1
100007458286523|1|1|0|2
1364299653|0|1|0|1
1806976257|4|3|9|16
100000098205970|1|3|3|7
100000478165162|1|0|0|1
100021964290599|0|0|1|1
100028015830892|0|0|1|1
100034256183838|1|0|0|1
100001410778886|0|0|1|1
100033010721826|0|2|0|2
100000520235582|0|0|1|1
100005142692665|0|1|0|1
100011173658375|0|0|1|1
100013962512203|2|0|0|2
1114937658|0|0|1|1
100001921022624|0|1|0|1
100004014236566|0|1|0|1
100023025844688|1|0|0|1
100014815650973|2|2|2|6
100000702415314|0|1|0|1
1180023499|0|1|0|1
100033647826091|0|1|0|1
100034287443398|1|0|2|3
100003988511405|1|0|0|1
100001268713519|0|1|0|1
100004045333839|2|0|0|2
1818328091|1|0|0|1
100009220632795|0|1|0|1
100019505046628|2|1|0|3
100015511561128|0|0|1|1
100013972124712|0|0|1|1
100023915703059|0|0|3|3
100009359197979|0|0|1|1
100004992969425|0|1|0|1
100013307656385|1|0|1|2
1062448810|0|0|2|2
100028537669629|1|0|0|1
100001226626456|1|3|4|8
1192940724|1|0|2|3
100033381750538|1|0|1|2
129301370465982|0|8|0|8
100014292694223|1|0|0|1
100001923453004|1|0|0|1
100000737318584|0|0|1|1
100028994990719|0|0|1|1
100029583949636|1|0|0|1
100003634318158|1|0|0|1
100007732428873|0|0|1|1
100006789344520|1|0|0|1
1086520452|1|0|0|1
100004420714836|0|1|0|1
100006949242647|1|0|0|1
100000872618043|0|0|1|1
100007369599541|1|0|0|1
571000920|0|2|1|3
100000339276349|0|1|0|1
100030772178006|0|0|1|1
1005519162|1|0|0|1
100002026576686|0|0|1|1
100002346717494|0|1|0|1
1684419728|0|1|0|1
100026681212612|2|1|0|3
1605158977|1|0|0|1
100002256876863|0|0|1|1
100003840914648|1|0|0|1
100000269768543|1|0|0|1
100003368884940|0|1|0|1
100000154853259|1|0|0|1
100001990245843|0|1|4|5
100027758692763|0|2|0|2
100008349497267|1|0|2|3
100011755518490|1|0|0|1
1305492807|0|1|1|2
100005593474177|0|1|1|2
1681433395|0|0|1|1
100001844832107|1|0|0|1
100009985932761|0|0|1|1
803889175|0|3|0|3
100001506116041|0|0|1|1
1683455251|2|0|0|2
100003253148751|0|0|1|1
100001717475704|1|0|2|3
100013779061363|0|0|1|1
100024202543971|0|0|2|2
100024341572249|1|0|0|1
100034751561426|0|0|1|1
100028167851777|1|0|0|1
100007447624555|0|0|1|1
100010252688192|0|1|0|1
686812235|1|0|0|1
100001509033984|0|2|0|2
100006710700755|0|0|1|1
100001485945143|0|2|0|2
100005335301583|1|0|0|1
1677437442|0|0|1|1
100003544693067|0|0|1|1
100027173704347|0|1|0|1
100002421695975|1|0|0|1
100025629847494|0|0|1|1
100005732047185|0|1|0|1
100006280632448|0|1|0|1
100025385543191|0|1|0|1
100003883344733|0|0|2|2
100000119316314|1|0|0|1
100001960314376|0|1|0|1
100007927176899|1|0|0|1
100000441572391|0|1|0|1
100023631560952|0|0|1|1
100002604394807|0|0|1|1
100003949249156|0|0|1|1
100017595250266|0|0|2|2
100004993039389|0|0|1|1
100011283420733|1|0|0|1
1806932846|1|0|1|2
100024267443921|1|1|0|2
100002335442339|0|0|1|1
100005182608547|0|1|2|3
100014743693031|0|1|0|1
100000046922784|1|2|5|8
100003905992471|0|0|1|1
100030097472318|0|0|2|2
100036769269723|0|0|1|1
100014978919890|0|1|1|2
100018771798215|0|0|1|1
100008735735601|0|0|1|1
1702471422|0|0|1|1
100034512249158|0|0|1|1
100009124480513|0|0|1|1
100012310307321|1|0|0|1
258635271160588|4|4|14|22
1254086580|0|0|1|1
100024947889298|0|0|1|1
100001992777109|1|0|0|1
100004571588451|0|0|1|1
100011347414666|0|1|0|1
100000187008497|0|1|3|4
